38.91999817,0.7431179285
38.66999817,0.7437670827
38.47000122,0.7444086671
38.31999969,0.7446703911
38.27000046,0.7456613183
38.22000122,0.7460051179
38.16999817,0.7469145656
38.11999893,0.7472000718
38.02000046,0.7478464246
37.97000122,0.7481651306
37.91999817,0.7482951283
37.81999969,0.7484704256
37.77000046,0.7485526204
37.72000122,0.7488150597
37.61999893,0.7489461899
37.56999969,0.7489960194
37.47000122,0.7496749163
37.41999817,0.74963063
37.31999969,0.7498704791
37.29999924,0.7496141195
37.22000122,0.7499980927
37.16999817,0.7500772476
37.11999893,0.7498194575
37.06999969,0.7503516674
37.02000046,0.7498854399
36.97000122,0.7501127124
36.90000153,0.7500726581
36.81999969,0.7501744032
36.66999817,0.7502891421
36.56999969,0.7503288388
36.52000046,0.7504583001
36.50999832,0.7503594756
36.47000122,0.7503957152
36.36999893,0.7503093481
36.31999969,0.7504274249
36.16999817,0.7505742908
36.11999893,0.7504745722
36.06999969,0.7502117753
36.02000046,0.7505984306
35.97000122,0.7501513958
35.81999969,0.7503721118
35.77000046,0.7503218055
35.66999817,0.7502195239
35.61999893,0.7500348091
35.56999969,0.7500324249
35.52000046,0.7503016591
35.36999893,0.7500924468
35.29000092,0.7500677109
35.27000046,0.7497662902
35.16999817,0.7499103546
35.11999893,0.7497267127
35.02000046,0.749625504
34.97000122,0.7495764494
34.90999985,0.7494282722
34.81999969,0.7493219376
34.77000046,0.7493110299
34.72000122,0.7494017482
34.61999893,0.7491340637
34.56999969,0.7491638064
34.54000092,0.7491496205
34.47000122,0.7488020062
34.41999817,0.7488808036
34.36999893,0.7489230633
34.27000046,0.7488071322
34.16999817,0.7487387657
34.11999893,0.748575151
34.08000183,0.7481594086
34.06999969,0.7480249405
33.97000122,0.7482145429
33.91999817,0.7482410669
33.81999969,0.7479846478
33.77000046,0.7477152348
33.72000122,0.7478209734
33.68000031,0.7477718592
33.61999893,0.747235775
33.52000046,0.7473114133
33.47000122,0.7474107146
33.41999817,0.7472324371
33.31999969,0.7470464706
33.16999817,0.7468242049
33.11999893,0.7466207147
33.02000046,0.7463412285
32.95000076,0.7463085055
32.86999893,0.7463524938
32.81999969,0.7459831238
32.72000122,0.7459594607
32.61999893,0.7457698584
32.52000046,0.7457560301
32.41999817,0.7454240918
32.36999893,0.7451655865
32.27000046,0.745149374
32.22000122,0.7450749278
32.18999863,0.7451654673
32.13000107,0.7448654771
32.06999969,0.7448117137
31.96999931,0.7444893718
31.92000008,0.7445078492
31.81999969,0.7443176508
31.76000023,0.7441645861
31.67000008,0.7439152598
31.56999969,0.7439050674
31.52000046,0.7434574962
31.42000008,0.7436474562
31.31999969,0.7433792353
31.27000046,0.7433168292
31.17000008,0.7432087064
31.12000084,0.7431217432
31.06999969,0.742674768
30.96999931,0.742716372
30.95999908,0.7425483465
30.92000008,0.742806375
30.81999969,0.7427929044
30.71999931,0.742334187
30.62000084,0.7423635721
30.55999947,0.7421010733
30.46999931,0.7421514392
30.42000008,0.741969943
30.31999969,0.7416254878
30.21999931,0.7416633964
30.19000053,0.7412339449
30.12000084,0.7411521077
30.06999969,0.7412850261
30.02000046,0.7409294248
29.92000008,0.7409113646
29.87000084,0.7406951189
29.81999969,0.7405394912
29.71999931,0.7405570745
29.67000008,0.7402158976
29.62000084,0.7402786016
29.56999969,0.7397188544
29.52000046,0.7399663925
29.46999931,0.7396101952
29.39999962,0.739259541
29.37000084,0.7394093871
29.27000046,0.7394823432
29.21999931,0.739187181
29.17000008,0.7391215563
29.06999969,0.7384757996
29.02000046,0.7385003567
28.96999931,0.7385144234
28.92000008,0.737975657
28.87000084,0.7382609248
28.81999969,0.7379179001
28.71999931,0.737664938
28.67000008,0.7373910546
28.62000084,0.7372366786
28.57999992,0.7369333506
28.52000046,0.7368120551
28.46999931,0.736787796
28.42000008,0.7365270853
28.31999969,0.7360126972
28.27000046,0.7361082435
28.20000076,0.7357734442
28.12000084,0.7353824973
28.06999969,0.7352749705
28.02000046,0.7349568009
27.92000008,0.7347276807
27.87000084,0.7347403169
27.77000046,0.7341517806
27.67000008,0.7335326672
27.62000084,0.7328987122
27.52000046,0.7325637341
27.46999931,0.7326453328
27.42000008,0.7322637439
27.37000084,0.7321276069
27.27000046,0.7318635583
27.21999931,0.7313076258
27.17000008,0.7311391234
27.12000084,0.7309314013
27.06999969,0.7304992676
27,0.7301844358
26.96999931,0.7300730944
26.87000084,0.7297272086
26.81999969,0.7291551828
26.77000046,0.7291049361
26.67000008,0.7285379767
26.62000084,0.7284116149
26.56999969,0.7278398275
26.46999931,0.7275536656
26.37000084,0.72681427
26.31999969,0.7266839743
26.27000046,0.7262121439
26.21999931,0.7258904576
26.17000008,0.7252548337
26.06999969,0.7251537442
25.96999931,0.7241026759
25.87000084,0.7243137956
25.77000046,0.7235184312
25.71999931,0.723087132
25.67000008,0.722633779
25.56999969,0.7225086093
25.52000046,0.7215355635
25.42000008,0.7215352654
25.37000084,0.7210444808
25.31999969,0.7206783295
25.21999931,0.7201164961
25.12000084,0.7193818688
25.06999969,0.7188872695
25.03000069,0.7184452415
